"HBCx14_AC1","HBCx14_AC2","HBCx14_AC3","HBCx14_AC4","HBCx14_AC5","Symbol"
0,0,0,1,0,"S100A11P2"
0,0,0,0,0,"RPS27AP14"
0,0,2,0,0,"MED15P5"
0,0,0,0,0,"AC092568.1"
0,0,0,0,0,"IGHD7-27"
0,0,0,0,0,"ELOCP26"
0,0,0,1,2,"AL732372.1"
0,0,0,0,0,"RANP1"
0,0,0,0,0,"LYPLA2P3"
0,0,0,0,0,"AC023115.1"
0,0,0,0,0,"AC022028.1"
0,0,0,1,0,"EEF1DP8"
0,0,0,2,1,"EIF4A1P6"
27,30,40,43,46,"ZNF853"
0,0,0,0,0,"SOCS5P1"
0,0,1,0,0,"LINC02556"
0,0,0,0,0,"KRTAP19-11P"
0,0,0,0,0,"AC010086.2"
0,0,0,0,0,"BAK1P2"
0,6,1,0,3,"AC127070.1"
40,57,50,82,69,"PITPNA-AS1"
0,0,0,0,0,"XKRYP3"
0,0,0,0,0,"MTND5P17"
0,0,0,0,0,"AL590302.2"
0,0,0,0,0,"AC016903.1"
0,0,0,0,0,"LINC02540"
0,0,0,0,0,"AL627308.2"
0,0,0,0,0,"IFNA4"
0,0,0,0,0,"AC006455.7"
3,1,3,5,5,"Z99916.1"
3,4,3,7,2,"AL354928.1"
0,0,0,0,0,"LAMTOR5P1"
0,0,0,0,0,"AC009947.2"
0,2,0,2,0,"LINC02810"
1,1,0,0,0,"DLX2-DT"
0,0,0,0,0,"LINC01923"
1,1,0,0,0,"AC079780.1"
0,0,0,0,0,"SLC6A14P3"
0,0,0,0,0,"AL365440.2"
2,1,0,0,2,"AL161733.1"
6,5,9,4,6,"AL133215.1"
6,4,6,7,7,"FRGCA"
0,0,0,0,0,"AC011998.3"
0,0,0,0,0,"AC114808.2"
0,0,0,0,0,"POTEH-AS1"
19,30,43,36,30,"RPL27AP3"
0,0,2,0,0,"AC006450.3"
7,4,9,8,8,"KRT18P5"
1,0,1,0,1,"PRKG1-AS1"
0,0,0,0,0,"AL117378.1"
1,4,0,5,4,"AL049636.1"
0,1,1,2,1,"MTX1P1"
0,0,0,0,0,"AC117944.1"
1,1,0,1,0,"AP000688.4"
0,0,0,0,0,"LINC00347"
0,0,0,0,0,"RPL23AP24"
0,0,0,2,1,"AL356000.1"
0,0,0,0,0,"DSTNP5"
61,69,59,96,110,"MAP3K2-DT"
0,0,1,1,2,"HMGA1P1"
1,2,5,2,3,"BZW1P1"
0,0,0,0,0,"AL160271.2"
0,0,0,0,0,"MTCO2P21"
0,0,0,0,0,"AC007274.2"
0,0,0,0,0,"NDUFA4P2"
0,0,0,0,0,"AC099654.3"
0,1,0,1,3,"HNRNPA1P47"
9,20,17,18,30,"EIF1AXP1"
55,79,80,120,120,"ARHGEF38"
3,1,2,7,9,"LINC01010"
0,0,0,0,0,"AL512594.1"
0,1,2,0,0,"MYB-AS1"
0,0,0,0,0,"CNOT4P1"
0,0,0,0,0,"AC073316.3"
0,1,1,1,1,"DAPK1-IT1"
5,8,6,10,15,"AC108448.2"
0,0,2,0,1,"SMAD9-IT1"
0,0,0,0,0,"AC079448.1"
0,1,0,0,0,"AL356292.1"
7,4,8,4,4,"LINC01844"
0,0,0,0,0,"AL355376.1"
0,1,0,0,0,"AL354751.2"
0,0,0,0,0,"RBMY2QP"
0,2,2,1,2,"OVAAL"
0,0,0,0,0,"LINC01741"
0,0,0,0,0,"AC116036.1"
10,12,16,17,16,"AL606760.2"
2,0,0,0,0,"AL137071.1"
0,0,0,0,0,"AL135929.2"
0,0,0,0,0,"AC094019.2"
0,0,0,0,0,"AL354794.1"
0,1,1,0,1,"RPL31P63"
0,2,0,1,1,"UQCRC2P1"
0,0,0,0,0,"GAGE12B"
0,0,1,0,2,"CLIC4P1"
61,86,122,76,98,"AL033384.1"
0,0,0,0,0,"Z98751.2"
0,0,0,0,0,"AC016822.1"
0,0,0,0,0,"YRDCP2"
0,0,0,0,0,"LINC01282"
0,0,0,0,0,"AC009500.1"
0,2,0,4,0,"AC009237.9"
30,31,35,42,50,"LINC01186"
54,64,75,97,100,"MKLN1-AS"
2,5,2,4,9,"AC007666.1"
8,10,10,11,10,"DNAJC9-AS1"
0,0,0,0,1,"MTUS2-AS2"
0,0,3,0,0,"AC019118.2"
2,3,3,6,5,"CTAGE9"
1,2,1,0,2,"RPL19P16"
0,0,0,0,0,"TRMT112P4"
0,0,0,0,0,"COX7A2P2"
0,0,0,0,0,"AC124916.1"
0,0,0,0,0,"LINC02659"
0,0,0,0,0,"AC079325.1"
1,0,0,3,0,"AL034550.1"
14,16,15,25,15,"AC092809.4"
0,0,0,0,1,"AL512637.2"
0,0,0,0,0,"RPL21P23"
0,0,0,0,0,"AL157831.1"
34,46,54,37,60,"INTS6-AS1"
0,0,0,0,0,"AL512306.1"
0,3,0,0,4,"LINC01829"
8,7,17,12,9,"AL391650.1"
0,0,0,0,0,"RPS15AP27"
0,0,0,0,0,"SDR42E1P5"
0,0,0,0,0,"TSPY15P"
30,38,56,49,37,"LINC00299"
0,0,0,0,0,"OR2AI1P"
3,2,3,3,2,"AL513175.2"
3,3,9,3,3,"BCRP8"
0,0,0,0,0,"CNTNAP2-AS1"
0,0,3,1,1,"AL157884.3"
1,0,3,4,1,"SPA17P1"
0,0,0,0,1,"LINC02626"
0,0,0,0,0,"AC068898.1"
5,2,1,3,0,"RPL24P8"
0,0,0,0,0,"SDAD1P4"
0,0,0,0,1,"RPS3AP12"
0,0,2,2,1,"RPL7AP15"
0,0,0,0,0,"AC092066.1"
12,7,21,27,23,"SNX25P1"
45,36,35,32,48,"ELOA-AS1"
0,0,0,0,0,"GAPDHP2"
1,3,5,11,5,"BTF3P8"
53,115,141,129,124,"AC046176.1"
0,0,1,1,2,"ANKRD20A7P"
0,0,0,0,0,"AL606804.1"
0,0,0,0,0,"ARL5AP2"
1,1,5,0,4,"LINC01563"
0,0,0,0,0,"NMBR-AS1"
0,0,0,0,0,"AL035691.1"
2,6,13,8,12,"BCYRN1"
0,0,0,0,0,"RAB28P2"
0,0,0,0,0,"LINC00529"
0,0,0,0,0,"DMD-AS3"
16,10,17,19,27,"Z97634.1"
117,141,162,172,162,"CBR3-AS1"
0,0,0,0,0,"YME1L1P1"
0,0,0,0,0,"AC073465.2"
15,30,34,34,26,"AC024560.1"
0,0,0,0,0,"LINC00421"
0,0,0,0,0,"PCYT1B-AS1"
0,0,0,0,0,"AC139712.1"
0,0,0,0,0,"AC090617.2"
0,0,0,0,0,"AC069280.1"
0,0,0,1,0,"AC007750.1"
1,1,5,4,0,"AC010997.2"
1,3,3,4,5,"AC069213.3"
2,2,3,2,3,"AL359979.2"
0,0,0,0,0,"AC018892.2"
0,0,0,0,0,"RPL23AP95"
0,0,0,1,0,"LINC01474"
4,2,3,0,2,"BX322784.1"
0,0,0,0,0,"OR2R1P"
0,0,0,0,1,"AL133244.2"
1,0,3,3,0,"AC105393.2"
5,13,25,30,20,"RAP1BP1"
0,0,0,0,0,"AL008638.2"
59,95,81,84,104,"NIFK-AS1"
0,0,0,0,0,"RPL39P29"
0,0,0,0,1,"BET1-AS1"
1,1,1,2,2,"RPS20P24"
0,0,0,0,0,"RPL23AP23"
0,0,0,0,0,"AC068295.1"
0,0,0,0,0,"AL157902.1"
0,0,0,0,0,"Z98885.1"
1,4,8,5,6,"ZKSCAN7-AS1"
0,0,0,0,0,"AL121882.1"
0,0,0,0,0,"LINC00106"
0,0,0,0,0,"PPIAP36"
0,0,0,0,0,"AL137078.1"
0,0,0,0,0,"DDX11L5"
22,38,41,60,60,"TMSB4XP1"
0,0,0,0,0,"SETD6P1"
0,0,0,0,0,"MTATP6P26"
0,0,0,0,0,"Z85995.1"
32,24,28,47,35,"LINC01554"
3,2,1,1,1,"AP001615.1"
0,0,0,0,0,"AC018731.1"
6,1,6,1,2,"AC007563.2"
0,0,1,0,1,"AL357055.2"
0,0,0,0,0,"RPS20P5"
1,0,0,1,0,"AC244035.2"
0,0,0,0,0,"AC016027.5"
1,1,2,0,1,"AL357833.1"
1,0,0,0,1,"ASS1P7"
0,0,1,0,0,"AL160287.1"
0,0,0,0,0,"AL354726.1"
0,0,0,0,0,"AC113331.1"
0,0,0,0,0,"TIMM9P1"
410,577,649,660,662,"MIR600HG"
1,1,0,0,0,"AC104333.3"
0,0,0,0,0,"AC023141.9"
4,1,9,4,7,"LINC02827"
0,0,0,0,0,"OR2P1P"
0,0,0,0,0,"AL137789.1"
0,0,0,0,0,"RPS13P3"
3,1,4,3,0,"LINC01852"
0,3,1,3,1,"CLCA4-AS1"
0,0,0,0,0,"DNAJA1P2"
0,0,0,0,0,"AC109635.1"
0,0,0,0,0,"AL590727.1"
0,0,1,0,0,"AL157937.1"
0,0,0,0,0,"LINC01378"
15,42,33,25,33,"AL162411.1"
1,0,0,0,1,"AC008267.4"
0,0,0,0,0,"AC112498.1"
0,0,0,0,0,"AC099782.2"
0,0,0,0,0,"CEACAMP8"
1,0,1,0,1,"AP003774.2"
0,0,0,1,0,"AL031005.1"
7,3,2,5,3,"PTGES3P4"
0,0,0,0,0,"AC003092.2"
0,0,0,0,0,"BAALC-AS2"
0,0,0,2,1,"AL589765.3"
0,0,0,0,0,"AC106872.1"
2,0,0,0,0,"AC096533.1"
0,0,0,0,0,"CCDC58P2"
0,0,0,0,0,"HNRNPA1P70"
0,0,0,1,0,"AL365255.1"
0,0,0,0,0,"LINC01774"
0,0,0,0,0,"AC007359.1"
2,2,4,5,4,"ZDHHC20-IT1"
0,0,0,0,0,"NF1P8"
0,0,0,0,0,"AL139010.1"
0,0,0,0,0,"AC051618.1"
0,0,0,0,0,"SULT1D1P"
0,0,0,0,0,"AL354695.1"
1,0,1,0,0,"AL136131.2"
0,1,0,0,0,"LINC01141"
0,0,0,0,0,"OR52N3P"
0,0,0,0,0,"AL773545.2"
0,0,0,0,0,"AL451164.1"
0,0,1,1,0,"GGT8P"
0,1,0,1,0,"FABP5P1"
1,4,1,4,3,"GAPDHP51"
3,0,5,5,0,"LINC02814"
0,0,1,0,0,"AC091685.2"
0,0,1,0,0,"ANKRD44-IT1"
0,0,0,0,0,"AC073873.1"
0,0,0,0,0,"C3orf84"
0,0,0,0,0,"OR10G9"
0,0,0,0,0,"BLOC1S2P1"
0,0,0,0,0,"AL121892.1"
0,2,2,2,0,"AL157938.2"
0,0,0,0,0,"NDUFA5P8"
0,0,0,0,0,"AL359641.1"
0,0,0,0,0,"AC130710.1"
0,0,0,0,0,"AC025822.2"
0,3,1,0,0,"EDRF1-AS1"
0,0,1,1,2,"RPL12P12"
0,0,0,0,0,"GAPDHP21"
0,0,0,0,0,"YBX1P9"
3,7,6,4,8,"MLIP-IT1"
0,0,0,0,1,"AL354794.2"
0,0,0,0,0,"ATP2B2-IT1"
0,2,3,0,2,"PTMAP6"
0,0,0,0,0,"WASF3-AS1"
0,0,1,0,1,"AL590730.1"
0,0,0,0,0,"AC126124.2"
15,34,40,39,41,"ZNRF2P1"
0,0,0,0,0,"HIGD1AP15"
0,0,1,0,0,"KRT18P52"
0,0,0,0,0,"LAPTM4BP1"
0,0,0,0,1,"GLIS3-AS1"
0,0,0,1,0,"AL357793.2"
0,0,0,0,0,"LINC01812"
0,0,0,0,0,"AC004074.1"
2,4,7,7,7,"AL031186.1"
0,0,0,0,0,"AC013410.1"
3,5,2,7,4,"AC245052.4"
0,0,0,0,0,"AC004470.1"
0,0,0,0,0,"IGHD1-20"
0,0,0,0,0,"USP9YP3"
0,0,0,0,0,"RPL21P33"
0,0,0,0,0,"AL121601.2"
2,2,3,6,7,"AC104073.2"
1,0,0,0,0,"AL159174.1"
0,0,0,0,0,"AC008067.1"
0,0,0,0,0,"RPSAP7"
0,0,0,0,0,"CASP3P1"
0,0,0,0,0,"AC020719.1"
78,90,112,104,145,"ZEB1-AS1"
4,12,13,12,20,"NDUFA6-DT"
0,0,0,0,0,"USP17L8"
15,12,14,19,20,"AC018738.1"
0,0,0,0,0,"DPH3P2"
0,0,0,0,0,"RPL27P8"
0,0,0,0,0,"MICG"
0,0,0,0,0,"TTTY12"
0,0,0,0,0,"RPL34P1"
0,0,0,0,0,"FUCA1P1"
4,8,8,7,4,"PRMT5-AS1"
0,0,0,0,0,"MTCO1P48"
0,0,0,0,0,"LINC02087"
0,0,0,0,0,"MMEL1-AS1"
0,0,1,0,0,"AC100823.1"
0,0,0,0,0,"AL512649.2"
0,0,1,0,0,"AL035420.2"
0,0,0,0,1,"EIF3IP1"
0,0,0,0,0,"NANOGP4"
0,0,0,0,0,"RPL5P2"
0,0,0,0,0,"AC005550.2"
0,0,0,0,0,"AL161727.1"
0,1,0,0,0,"AL162727.2"
0,0,0,0,1,"AL596218.1"
0,0,0,0,0,"AL035706.1"
0,0,0,0,0,"RPL38P2"
2,2,1,0,0,"EHMT2-AS1"
7,5,4,3,6,"COX5BP6"
0,0,0,0,0,"AL162725.1"
0,0,0,0,0,"AC127391.1"
0,0,0,0,0,"AC068134.2"
0,0,0,0,0,"AL163193.1"
0,0,0,0,0,"PCNPP4"
1,1,2,1,1,"AL512353.3"
0,0,0,0,0,"LINC01065"
82,116,180,179,197,"AL732372.2"
0,0,0,0,0,"GYG1P2"
4,2,2,6,3,"AC092809.5"
0,0,0,0,0,"FABP5P15"
0,0,0,0,0,"AL591473.1"
0,0,0,0,0,"RPL21P111"
0,0,0,0,0,"TAAR9"
0,0,0,0,0,"IGHJ3P"
0,0,0,0,0,"AL139805.1"
0,0,0,0,0,"CYP2F2P"
0,0,0,0,0,"LINC01056"
0,0,0,0,0,"PIEZO1P2"
0,0,0,0,0,"MTND2P11"
0,3,0,3,0,"HAND2-AS1"
2,3,7,4,5,"AC073254.1"
0,0,0,0,0,"AC245028.2"
8,17,17,18,9,"LINC02652"
0,0,0,0,0,"MTCYBP34"
0,0,0,0,0,"MRPS6P2"
0,0,0,0,0,"AL021397.1"
3,8,9,7,3,"AC020594.1"
2,0,1,1,1,"DDX10P1"
1,0,0,0,0,"C4orf51"
0,0,0,0,0,"AL159169.1"
0,0,0,0,1,"HUNK-AS1"
0,0,0,0,0,"RPS26P41"
0,0,0,0,0,"HSPE1P16"
0,0,0,0,0,"DNAJC19P1"
0,0,0,0,0,"HIGD1AP2"
127,162,200,169,207,"ZNF503-AS2"
0,0,0,0,0,"AL162725.2"
0,0,1,0,0,"MCFD2P1"
0,0,0,0,0,"AL353718.1"
0,0,0,0,0,"CNTFR-AS1"
0,0,0,0,0,"AC004022.2"
0,0,5,5,1,"AC068446.1"
0,0,0,0,0,"AC007098.2"
0,1,2,1,4,"AC099794.2"
0,0,0,0,0,"SLC25A15P2"
0,0,0,0,0,"LINC01792"
0,0,0,0,0,"AC128709.3"
1,1,0,0,0,"RPL12P27"
0,0,1,0,0,"RPS7P15"
0,0,0,0,0,"AC005297.3"
287,326,384,362,391,"B3GNT9"
0,0,0,0,0,"AC099796.1"
0,0,0,0,0,"AL445465.2"
0,0,0,0,0,"NME1P1"
0,1,2,0,0,"AC079905.1"
0,0,0,0,0,"H3P7"
0,0,0,0,0,"LINC01797"
0,0,0,0,0,"CYP46A4P"
3,4,6,7,11,"PRKAR1B-AS1"
0,0,0,0,0,"BX276092.6"
0,0,0,0,0,"KRTAP9-10P"
0,0,0,0,0,"VN1R66P"
5,18,1,4,0,"AC092418.2"
81,107,149,152,164,"NR2F1-AS1"
0,2,2,7,1,"AC242426.2"
77,84,106,126,130,"CDKN2AIPNL"
0,0,0,0,0,"AL451054.2"
0,0,1,0,0,"SNAI1P1"
0,0,0,0,0,"DLGAP5P1"
0,0,0,0,0,"IGHD1-7"
1,1,1,2,5,"ZBTB40-IT1"
0,0,0,0,0,"AJ239321.1"
0,0,0,0,0,"RPL7P34"
0,0,1,0,0,"IMPDH1P4"
0,0,0,0,0,"RBM17P3"
0,0,0,0,0,"AL445072.1"
0,0,0,0,0,"AC073324.1"
0,1,1,0,0,"SETP4"
0,2,0,1,0,"AL449403.2"
1,1,1,0,0,"RPL23AP22"
2,1,4,2,4,"AL080243.4"
0,0,0,0,0,"DEFB131D"
0,0,3,2,0,"AC008074.1"
0,0,0,0,0,"AC104777.2"
0,0,0,0,0,"PPEF1-AS1"
16,23,33,33,32,"LINC01968"
0,0,0,0,0,"SULT1C2P1"
0,1,0,0,2,"AL157832.2"
0,0,0,0,0,"OR13K1P"
0,0,0,0,0,"RPS3AP39"
0,0,0,0,0,"AL162739.2"
0,0,0,0,0,"KRTAP2-5P"
12,18,20,20,20,"ZNF295-AS1"
0,0,1,0,1,"TMEM26-AS1"
0,0,1,0,0,"Z99289.1"
0,0,0,0,0,"TRDD2"
0,0,0,0,0,"AC023141.10"
4,8,11,9,7,"BMS1P10"
0,0,0,0,0,"BTF3P15"
0,0,0,0,0,"CREB3L2-AS1"
0,0,0,0,0,"MBD3L5"
45,100,68,79,102,"LINC00987"
0,0,0,0,1,"Z99127.3"
0,0,0,0,0,"AL359924.1"
0,0,0,0,0,"AC004987.2"
1,0,0,1,0,"AC233981.1"
0,0,0,0,0,"TRBV30"
0,0,0,0,0,"PGAM3P"
0,0,0,0,0,"MTND2P8"
1,0,0,0,0,"AL049646.2"
0,1,2,0,0,"PPIAP67"
0,0,0,0,0,"AC131957.1"
0,0,0,0,0,"AC068492.1"
0,0,0,0,1,"MAPK6P3"
6,3,4,8,12,"FTH1P11"
2,5,2,5,6,"BX276092.7"
0,0,0,0,0,"LINC01810"
0,0,0,0,0,"LINC01519"
0,0,1,0,0,"AC092447.7"
0,0,0,0,0,"RBMY2TP"
0,0,0,0,0,"AC009498.1"
0,0,0,0,0,"OR51R1P"
0,0,1,0,0,"RSL24D1P8"
0,0,0,0,0,"GTF3AP1"
0,0,0,0,0,"AL450023.3"
22,47,46,41,45,"ANO7L1"
0,0,0,0,0,"RLIMP2"
0,0,0,0,0,"H3P2"
0,0,1,4,0,"AL136982.3"
0,0,1,0,0,"CATIP-AS2"
0,0,0,0,0,"LINC00851"
0,0,0,0,0,"AL691515.1"
0,0,0,0,0,"HNRNPA1P2"
0,0,0,0,0,"CARD11-AS1"
205,266,265,317,354,"CKMT1B"
0,0,0,0,0,"LINC01343"
4,4,6,8,10,"LINC01732"
0,0,0,0,0,"AC007099.2"
0,0,0,0,0,"EIF4BP9"
6,7,19,18,17,"SMG1P1"
0,0,0,0,0,"AL713922.1"
133,223,221,267,262,"TTN-AS1"
0,0,0,0,0,"AP000534.2"
0,0,0,0,1,"MTCO1P19"
1,2,2,4,7,"AL121992.1"
0,0,0,0,0,"OFD1P11Y"
0,0,0,0,0,"HIGD1AP8"
0,0,0,0,0,"HSPE1P22"
0,0,0,0,0,"SRRM1P3"
0,0,0,0,0,"AC009237.10"
0,0,0,0,0,"MTND2P6"
12,6,7,26,14,"AC008267.5"
0,0,0,0,0,"AL034397.2"
0,0,0,0,0,"AL358134.1"
0,0,0,0,0,"RPL12P39"
0,0,0,0,0,"Z82196.2"
0,0,0,0,0,"AL022400.1"
0,0,0,0,0,"AL118496.2"
0,0,0,0,0,"AC019064.1"
0,0,0,0,0,"AL354936.1"
0,0,0,0,0,"RPL7L1P10"
0,0,0,0,0,"AC245036.3"
0,0,0,0,0,"AC093158.1"
0,0,0,0,0,"AP000563.1"
0,0,0,0,0,"AC113608.2"
0,0,0,0,0,"UPP2-IT1"
0,0,0,0,0,"RAI1-AS1"
0,0,0,0,0,"AL356320.2"
155,143,216,234,286,"RNF223"
0,0,0,0,0,"XIAP-AS1"
0,0,0,0,0,"AL445489.1"
0,0,0,0,0,"ELAVL4-AS1"
0,0,0,0,0,"FTCD-AS1"
0,0,0,0,0,"LINC01502"
0,0,0,0,2,"SYP-AS1"
0,0,0,0,0,"AL132796.1"
0,0,1,0,3,"AC246785.3"
0,0,1,0,0,"AC245047.6"
0,0,0,0,0,"AL080313.2"
0,0,0,0,0,"AC004461.2"
0,0,0,0,0,"BX679664.2"
202,343,429,481,437,"CDC42P6"
0,1,0,0,0,"AL513366.1"
2,2,3,2,1,"LINC01358"
0,0,0,0,0,"PATE4"
0,0,0,0,0,"OR52S1P"
8,17,17,9,8,"AL365295.1"
5,7,12,8,2,"BX088651.4"
0,0,0,0,0,"AC007064.1"
0,0,0,0,0,"AL354977.2"
0,0,0,0,0,"CHCHD4P2"
236,321,361,365,389,"TUSC8"
0,0,0,0,0,"AP006288.1"
0,0,0,0,0,"AL512330.1"
0,0,0,0,0,"AC010907.2"
9,12,23,12,15,"AL355803.1"
3,1,1,0,2,"AL606807.1"
0,0,0,0,0,"BRWD1-IT1"
0,0,0,0,0,"AC005703.2"
5,6,6,6,9,"AL445989.1"
0,0,2,1,0,"CBX1P3"
0,0,1,0,0,"HOXD-AS2"
0,0,0,0,0,"AL023280.1"
0,0,0,0,0,"RPL21P121"
0,0,0,0,0,"CNN2P11"
0,0,0,0,0,"AL583839.2"
0,0,0,0,0,"AL022329.2"
0,0,0,0,0,"OR4A47"
0,0,0,0,0,"AL645634.2"
1,4,1,0,1,"AL139130.1"
0,0,0,0,0,"LNCNEF"
0,0,0,0,0,"HLA-DPA3"
15,23,11,29,28,"PITRM1-AS1"
0,0,0,0,0,"AC006960.3"
0,0,0,0,0,"LINC01304"
0,0,0,0,0,"CAMTA1-IT1"
0,0,0,0,0,"NDUFA9P1"
0,0,0,0,0,"AP000552.2"
0,0,0,0,0,"ART2BP"
0,1,1,1,2,"AL513302.1"
0,0,0,0,0,"NRXN2-AS1"
283,344,543,452,553,"PRSS56"
3,0,1,1,4,"AC096531.2"
0,0,0,0,0,"AL365204.2"
1,0,2,1,0,"NRBF2P3"
0,0,0,1,1,"XRCC6P1"
8,4,11,2,14,"AC069257.3"
0,0,0,2,0,"AL954642.1"
4,9,1,3,1,"AL158071.4"
0,0,1,0,1,"LINC01522"
99,107,175,139,159,"FOXD2-AS1"
0,0,0,0,0,"RPSAP2"
0,0,0,0,0,"ZIK1P1"
0,0,0,0,0,"TOMM22P1"
0,0,0,0,0,"ASH2LP2"
1,2,1,2,2,"BX293535.1"
0,0,0,0,0,"RPS7P12"
21,42,58,49,66,"RPSAP11"
0,0,0,0,0,"AL512635.1"
0,0,1,0,0,"LINC02790"
4,14,7,8,10,"CAMTA1-DT"
0,0,0,0,0,"ASS1P12"
271,356,459,511,593,"CECR7"
0,0,0,0,0,"Z83839.1"
0,0,2,1,1,"ZNF737"
1091,1211,1260,1272,1421,"RGL2"
0,0,0,0,0,"HNRNPA1P57"
0,0,0,0,0,"OR13D2P"
0,0,0,0,0,"AP001342.1"
0,0,0,0,1,"AL359771.1"
0,0,0,0,0,"RHEBP3"
0,0,0,0,0,"CDC27P2"
0,0,0,0,0,"TAAR4P"
0,0,1,0,0,"RPL23AP71"
8,2,11,7,11,"CDK2AP2P2"
0,0,0,0,0,"BHMG1"
0,0,0,0,0,"AC096536.1"
3,1,0,2,1,"AC104849.1"
6,5,9,4,10,"LINC01351"
0,0,0,0,0,"TUBB4BP3"
0,0,0,0,0,"LINC01661"
1,4,4,6,4,"AL359710.1"
0,0,0,1,0,"LRRC52-AS1"
0,3,0,0,2,"AL031663.2"
0,0,0,0,0,"MTCO3P41"
0,0,0,0,0,"USP9YP35"
0,0,0,0,0,"AL359547.1"
0,0,0,0,0,"TUBB8P10"
1,0,0,0,2,"DCLRE1CP1"
0,0,0,3,0,"AC073115.2"
0,0,0,0,0,"AC245054.2"
0,0,0,0,0,"AC068759.1"
0,0,0,0,0,"RPL7P53"
51,56,47,59,72,"LINC01637"
0,0,0,0,0,"AC093911.1"
0,0,0,0,0,"AL390023.1"
0,0,0,0,0,"AC007557.4"
0,0,0,0,0,"AL355306.2"
3,8,9,13,8,"AL117350.1"
0,0,0,0,0,"RPS27AP8"
0,0,2,0,1,"LINC01684"
0,0,0,0,0,"VN1R48P"
11,8,15,11,25,"C10orf143"
0,0,0,0,0,"RPS27AP17"
88,138,135,162,202,"LINC01409"
0,0,0,0,0,"OR2L9P"
8,3,4,3,3,"AC034102.1"
4,5,2,2,1,"AL360007.1"
0,0,0,0,0,"AC010105.1"
46,52,50,52,67,"WAKMAR2"
0,0,0,0,0,"AL713851.2"
0,0,0,0,0,"AC108667.2"
0,0,0,0,0,"AC239798.2"
24,32,33,35,29,"PKN2-AS1"
2,5,4,7,8,"RPSAP15"
2,3,8,6,7,"GPAT2P1"
4,2,3,3,0,"UNC5B-AS1"
0,0,0,1,1,"AC007384.1"
0,0,0,0,0,"PTP4A1P7"
23,29,42,38,52,"SHISA9"
157,193,241,264,293,"DGCR5"
0,0,0,0,0,"AL391832.1"
0,0,0,0,0,"OR7E24"
13,19,17,25,26,"NONOP2"
62,60,80,74,102,"LINC00857"
0,0,1,0,0,"TEX51"
0,0,0,0,0,"AC012668.3"
0,0,0,0,0,"AF241725.1"
0,0,0,0,0,"AL929410.2"
0,5,4,6,1,"AL137847.2"
4,0,2,0,3,"AL136140.1"
0,0,0,0,0,"AL672277.1"
0,0,0,0,0,"AC012451.1"
0,0,0,0,0,"AC003669.1"
0,0,0,0,0,"RPL36AP36"
0,0,0,0,0,"HLA-DQA2"
0,0,0,0,0,"MTCO3P17"
0,0,0,0,0,"XKRYP6"
0,0,0,0,0,"IGHJ2P"
4,0,0,5,1,"TTLL11-IT1"
0,0,0,2,0,"RPS6P3"
0,0,1,3,0,"AC243919.1"
0,0,0,0,0,"AC096775.1"
0,0,0,0,0,"LINC02567"
0,0,0,0,0,"AL133547.1"
0,0,0,0,0,"AL031681.2"
0,0,0,0,0,"KCND3-AS1"
0,0,1,0,0,"YWHABP1"
0,0,0,0,0,"CDY7P"
0,0,0,0,0,"LINC01497"
0,0,0,0,0,"TTTY21B"
0,0,0,0,0,"AC090955.2"
0,0,0,0,0,"LINC02836"
0,0,0,0,0,"AC099063.1"
0,0,0,0,0,"TUBAP"
0,0,0,0,0,"LINC02862"
0,0,0,0,0,"AC092001.1"
0,0,0,0,0,"LINC01856"
1,5,5,8,4,"PYY2"
0,0,0,0,0,"LINC01888"
1,0,0,2,4,"LINC01514"
0,0,0,0,0,"GCSHP3"
0,0,0,0,0,"AC005538.1"
0,0,0,0,0,"AC093166.3"
0,0,0,0,0,"RAC1P4"
0,0,0,0,0,"LINC00407"
0,0,0,0,0,"AC090192.1"
2,4,6,4,7,"AL590666.3"
0,0,0,0,0,"HMGN1P32"
1,0,5,1,2,"AL137026.2"
0,0,0,0,0,"IGKV1OR10-1"
0,0,0,0,0,"AL445220.1"
20,21,30,32,38,"AP000251.1"
2,3,1,2,0,"LINC01275"
6,7,16,13,21,"AL138828.1"
0,0,0,0,0,"AP000358.1"
0,0,0,0,0,"HMGB3P12"
6,7,5,14,12,"AP001056.1"
1,4,6,2,3,"DYRK3-AS1"
0,0,0,0,0,"AC091286.1"
0,0,0,0,1,"AF064858.2"
0,0,0,0,0,"OR4C50P"
0,0,0,0,0,"AC091951.2"
0,0,0,0,0,"AP002856.4"
0,0,0,0,0,"FAM138A"
5,5,11,12,7,"AC073257.2"
0,0,0,0,0,"USP9YP32"
0,0,0,0,0,"AC013410.2"
0,0,0,0,0,"BTBD7P2"
0,0,0,0,0,"OR3B1P"
0,0,0,0,0,"GCNT1P5"
0,1,1,0,0,"OR9A1P"
0,0,0,0,0,"ELOCP18"
0,0,0,0,0,"AL591503.3"
5,9,20,19,10,"OXCT2P1"
2,2,0,0,1,"AL161629.1"
0,0,1,0,0,"MTCO2P19"
0,0,0,1,0,"UQCRHP2"
0,0,0,0,0,"NIFKP9"
0,0,0,0,0,"AL161454.1"
0,0,1,0,0,"S100A11P1"
0,0,0,0,0,"AC104623.1"
0,0,0,0,0,"DUX4L29"
0,0,0,0,0,"ANKRD26P3"
0,0,0,0,0,"FRY-AS1"
15,14,20,17,19,"LINC02245"
0,0,0,0,0,"AC064862.5"
