"HBCx14_Cisplatin1","HBCx14_Cisplatin2","HBCx14_Cisplatin3","HBCx14_Cisplatin4","HBCx14_Cisplatin5","Symbol"
0,0,0,0,0,"LINC01802"
0,0,0,0,0,"Z93929.1"
8,4,2,3,2,"RPL23AP2"
0,0,0,1,0,"AL080312.1"
0,0,0,0,0,"AC004552.1"
6,3,4,4,4,"OR7E116P"
1,0,2,4,0,"AL603832.1"
0,0,0,0,0,"WWC3-AS1"
5,5,6,5,6,"LINC00337"
0,0,0,0,0,"AL365338.1"
0,0,0,0,0,"FTH1P22"
0,0,1,0,0,"PFN1P4"
6,2,6,6,3,"DAP3P1"
0,1,1,0,0,"GRTP1-AS1"
0,0,0,0,0,"AL450226.1"
0,0,0,0,0,"AL162726.1"
0,0,0,0,0,"AL583808.1"
0,0,0,0,0,"SNORA71A"
0,0,0,0,0,"AL355336.2"
1,1,3,3,0,"RPL3P7"
3,14,10,13,6,"SETP20"
37,45,52,40,30,"AL445250.1"
0,0,0,0,0,"BCRP1"
1,0,1,0,1,"ATP6V1E1P1"
0,0,0,0,0,"DPY19L2P5"
8,1,11,4,3,"OR52K3P"
0,0,0,0,0,"AL157373.1"
0,0,0,0,0,"LINC01076"
0,0,1,0,0,"AL162457.2"
0,0,0,0,0,"AC092484.1"
0,0,0,1,0,"ZBTB45P1"
0,0,0,0,0,"PNMA6F"
2,0,0,4,2,"AC083900.1"
0,0,0,0,0,"AL157392.1"
0,0,0,0,0,"AL355310.1"
0,0,0,0,0,"AL353193.1"
0,0,0,0,0,"ARSDP1"
0,0,0,0,0,"AL392103.1"
0,0,0,0,0,"EEF1B2P5"
0,0,0,0,0,"AL603841.1"
0,0,0,0,0,"AL139008.1"
0,0,0,0,0,"RPL23AP36"
4,4,4,2,5,"RANP4"
0,0,0,0,0,"CAMTA1-AS1"
0,0,0,0,0,"LINC00237"
0,0,0,0,0,"LINC00972"
0,1,1,0,0,"AL035250.1"
26,31,24,25,27,"PSME2P2"
0,0,0,0,0,"MORF4L1P4"
0,0,0,0,0,"PGBD4P5"
10,12,12,13,15,"DYNC1I2P1"
971,1019,1183,1488,984,"SLC9A3-AS1"
0,0,0,0,0,"AL358216.1"
6,8,7,9,4,"AC114495.1"
0,0,0,0,0,"AC018643.1"
0,1,0,0,0,"AC073957.1"
0,0,0,0,0,"RPS12P10"
0,0,0,0,0,"AL050338.1"
61,35,52,90,77,"GOLGA2P7"
0,0,0,0,0,"AL160290.1"
0,0,0,0,0,"AL450996.1"
1,0,0,1,0,"TOMM22P5"
78,90,92,89,55,"AC012354.1"
0,0,0,0,0,"HSPE1P24"
5,2,3,5,2,"NPM1P39"
7,3,2,2,1,"LINC00618"
2,0,1,0,0,"RTRAFP2"
0,1,0,0,0,"AC012462.1"
0,0,0,0,0,"TXNP2"
0,0,0,0,0,"BRI3P1"
0,0,0,0,0,"AL049737.1"
1,3,1,1,2,"DUTP6"
1,0,0,0,0,"AC096631.1"
1,1,0,0,2,"AL662890.1"
1,4,0,2,4,"OSTM1-AS1"
0,0,0,0,0,"AC109780.1"
0,0,0,0,0,"ATP5MGP4"
164,148,182,215,182,"AL590617.2"
81,89,68,78,80,"RPSAP58"
0,0,0,0,0,"LINC00457"
0,1,0,0,1,"PVALEF"
0,0,0,0,0,"AL121584.1"
0,0,0,0,0,"AC092601.1"
3,0,1,0,1,"AL353898.1"
3,5,5,5,6,"PPIAP8"
2,1,3,0,1,"AC073283.1"
0,0,0,0,0,"REREP1Y"
195,157,240,294,193,"PLEKHM1"
0,0,0,0,0,"AL136455.1"
2,1,1,0,0,"ZNF33BP1"
2,1,1,2,1,"RPS12P26"
45,44,101,57,21,"LINC00092"
0,1,0,0,2,"AC078962.2"
0,0,0,0,0,"RPL10P17"
0,0,0,0,0,"SSXP3"
0,0,0,0,0,"AC246787.1"
0,0,0,0,0,"AL139230.1"
6,4,9,15,7,"AC078883.1"
0,0,0,0,0,"MIR137HG"
0,0,0,0,0,"AL133387.1"
0,0,0,0,0,"AC092637.1"
25,21,28,31,21,"DUXAP9"
0,0,0,0,0,"AKR1B1P6"
6,1,5,4,10,"AC073367.1"
0,0,0,0,0,"AC079790.1"
0,0,0,0,0,"SMARCE1P1"
0,0,1,0,0,"AC007362.1"
26,17,21,26,19,"HSPA7"
46,37,37,56,53,"AP001628.1"
0,0,0,0,0,"PLA2G12AP2"
0,0,0,0,0,"CHCHD4P5"
3,0,0,1,0,"RPS27AP12"
0,0,0,0,0,"ARL2BPP10"
0,0,0,0,0,"LINC01795"
0,0,0,0,0,"AC008937.1"
0,0,0,0,0,"LINC02470"
0,0,0,0,0,"AL592402.1"
0,0,0,0,0,"TRAPPC12-AS1"
0,0,1,0,0,"INTS6L-AS1"
0,0,0,0,0,"AP000936.2"
0,0,0,0,0,"Z93015.1"
0,0,0,0,0,"RPL21P107"
1,0,0,0,1,"AC117490.1"
0,0,0,0,0,"COX6B1P7"
6,5,17,20,6,"AL021026.1"
0,0,0,0,0,"AC069152.1"
0,0,1,1,0,"RPS2P1"
0,0,0,0,0,"LINC00378"
0,0,2,0,0,"RPL5P25"
0,0,0,0,0,"AC011225.1"
0,0,0,0,0,"ARMC8P1"
1,1,2,5,0,"PSLNR"
0,0,0,0,0,"TRAPPC2P5"
0,0,0,0,0,"AC009478.1"
1,5,3,4,2,"ST13P6"
0,0,0,0,0,"PCDH9-AS3"
17,19,15,24,10,"ZNRF2P2"
9,11,12,18,17,"TAF1A-AS1"
0,0,0,0,0,"RPL8P2"
31,27,42,66,56,"LINC00705"
0,0,0,0,0,"CICP12"
0,0,0,0,0,"AC074281.1"
0,0,0,0,0,"AL451074.3"
0,0,0,0,0,"NUP210P2"
0,0,0,0,0,"MTND1P18"
6,3,7,8,3,"AL121987.1"
0,0,0,0,0,"AL158013.1"
0,0,0,0,0,"AP000350.2"
1,0,0,1,0,"AC018693.1"
98,90,150,107,94,"LINC01770"
0,0,0,0,0,"AC005105.1"
0,0,0,0,0,"OFD1P13Y"
0,0,0,0,0,"RPL29P29"
1,0,0,2,0,"AL158212.1"
0,0,0,0,0,"ABCD1P4"
0,0,0,0,0,"OSTCP2"
0,0,0,0,0,"MTND4P4"
0,0,0,0,0,"AC126124.1"
0,2,1,3,1,"LINC00113"
0,0,0,0,0,"AL139240.1"
0,0,1,0,2,"AL591623.1"
0,0,0,0,0,"AL117341.1"
0,0,0,0,0,"AC106901.1"
0,1,4,0,0,"ASS1P11"
0,0,0,0,0,"DNAJC19P4"
0,0,0,0,0,"AL024474.2"
52,59,58,101,86,"AL513327.1"
0,0,0,0,0,"AC018634.1"
0,0,0,0,0,"AL591178.1"
0,0,0,0,0,"LINC00350"
0,0,0,0,0,"LINC01427"
0,0,1,0,0,"Z84721.2"
0,1,0,0,0,"AL583804.1"
0,0,0,0,0,"USP9YP19"
0,0,0,0,0,"USP17L3"
0,0,0,0,0,"LINC01594"
1,0,1,0,0,"LHFPL3-AS2"
0,0,1,1,0,"AF064860.1"
0,0,0,0,0,"LINC01678"
0,0,0,0,0,"AL035404.1"
0,0,0,0,1,"LINC02813"
23,29,30,44,34,"AC016027.1"
2,0,0,0,2,"HMGB3P1"
0,0,0,0,0,"AL353608.1"
1,0,0,0,2,"RPL23AP18"
25,23,28,37,13,"AL354740.1"
0,0,0,0,0,"AC013269.1"
3,11,10,6,11,"LRRK2-DT"
0,0,0,0,1,"RPL21P66"
0,0,0,0,0,"AL035252.2"
1,2,2,0,0,"SNX18P3"
2,1,1,0,0,"SLC25A5P8"
0,0,0,0,0,"ANKRD49P2"
0,0,0,0,0,"FREM2-AS1"
0,0,0,0,0,"RPL31P53"
0,0,0,0,0,"RPL7AP52"
0,0,2,0,0,"ARL6IP1P2"
2,1,0,2,1,"AC093840.1"
0,0,0,0,0,"RPF2P1"
0,0,0,0,0,"MIPEPP1"
0,0,0,0,0,"AL358393.1"
0,0,0,0,0,"AL772155.2"
269,231,271,337,229,"PPP1R26-AS1"
0,1,2,2,0,"CT62"
0,0,0,0,0,"ATP6V0E1P1"
0,0,0,0,0,"AC078942.1"
0,0,0,0,0,"TDGF1P3"
0,0,0,0,0,"CAPZA1P2"
0,0,0,0,0,"AC243962.1"
0,0,0,0,0,"CICP8"
0,0,0,0,0,"TMEM246-AS1"
260,186,239,361,213,"NRSN2-AS1"
0,0,0,0,0,"AC015977.2"
0,0,0,0,0,"IGKV1OR9-2"
0,0,0,0,0,"RPS5P7"
65,36,66,64,44,"SFTA1P"
0,0,0,0,0,"AL606662.1"
0,0,0,1,0,"AL353572.1"
0,0,0,0,0,"AC099754.1"
0,0,0,0,0,"AL591896.1"
0,0,0,0,0,"AL135902.1"
0,0,1,0,0,"MRPL36P1"
0,0,0,0,0,"BX571846.1"
0,0,0,0,0,"AC106883.1"
0,0,0,0,0,"FAM236D"
0,0,0,0,0,"AC244505.3"
0,0,0,0,0,"PGM5P4"
0,0,0,0,1,"AC121247.2"
2,1,3,1,3,"RAB28P5"
0,0,0,0,1,"TGIF2P1"
0,0,0,1,0,"AC010878.1"
0,0,0,0,0,"RPL26P34"
0,0,0,0,0,"RPS15AP17"
0,0,1,0,0,"AC080125.1"
0,0,0,0,0,"AC025188.1"
0,0,1,0,2,"AL136980.1"
28,20,27,42,39,"CR786580.1"
0,0,0,0,1,"LINC02557"
4,2,0,1,3,"ACKR4P1"
0,0,0,1,0,"AC104843.1"
0,0,0,0,0,"AL049648.1"
0,1,0,0,0,"AKR1C5P"
0,0,0,1,1,"RPL21P3"
0,3,0,4,1,"AC104134.1"
0,0,0,2,0,"AC019330.1"
6,12,7,15,10,"RBMS1P1"
0,1,0,0,0,"TNPO1P1"
0,0,0,0,0,"AL391869.1"
0,0,0,0,0,"LINC00331"
0,0,0,0,0,"NDUFB4P7"
103,51,90,105,69,"LINC01671"
0,0,0,0,0,"MTND1P12"
0,1,1,0,0,"LINC01504"
0,0,0,0,0,"PACRG-AS2"
1,2,0,0,0,"KRT41P"
74,65,52,60,53,"BOLA3-AS1"
0,0,0,0,0,"MPRIP-AS1"
0,0,0,0,0,"AC004938.1"
0,0,0,0,0,"LINC01867"
0,0,1,3,0,"LINC01763"
4,3,2,2,7,"RPS15AP10"
0,0,0,0,0,"AC009477.1"
2,1,2,2,3,"RAB6C-AS1"
6,10,17,21,10,"AL021707.1"
0,0,0,0,0,"AC092634.2"
0,0,0,0,0,"TPI1P4"
0,0,1,0,1,"AC073346.1"
0,0,0,0,0,"AL049812.2"
0,0,0,0,0,"AL590233.1"
0,1,0,0,0,"FDPSP1"
0,0,0,0,0,"ZNF70P1"
4,0,3,3,0,"RFPL1S"
0,0,0,0,0,"OFD1P10Y"
0,0,0,0,0,"AL023773.1"
834,726,934,1094,853,"JPX"
0,0,0,0,0,"BX119917.1"
56,34,58,80,51,"AL136366.1"
1,1,2,0,0,"ATP13A4-AS1"
1,0,0,0,0,"AC099789.1"
0,0,0,0,0,"MTCO3P5"
0,0,0,0,0,"AC099730.1"
0,0,0,0,0,"AL031737.1"
0,0,0,0,0,"PLCB1-IT1"
0,0,0,0,0,"AC006548.1"
0,0,0,0,0,"RPS6P14"
1,0,0,1,0,"RPL22P4"
377,305,405,503,403,"NUTM2B-AS1"
6,9,4,4,3,"AL663058.1"
0,0,0,0,0,"AL390119.2"
0,0,0,0,0,"AC092447.4"
123,109,133,174,127,"AL354707.1"
0,0,0,0,0,"UBE2Q2P4Y"
179,54,159,44,56,"GBP1P1"
0,0,0,0,0,"LINC01107"
23,32,20,23,20,"RTRAFP1"
0,0,0,0,0,"KCNMA1-AS2"
0,0,0,0,0,"AC002064.2"
0,0,0,0,0,"RPL15P4"
0,0,0,0,0,"SNRPFP3"
0,0,0,0,0,"GAPDHP16"
0,0,0,0,0,"AC104332.1"
36,21,34,37,29,"CYP4A22-AS1"
0,0,0,0,0,"AC069282.1"
0,0,0,0,0,"SSXP5"
0,0,0,0,0,"AIFM1P1"
1,1,0,0,2,"PCDH8P1"
11,11,8,12,14,"LINC00475"
1,2,0,3,2,"AL158824.2"
0,0,0,0,0,"MTND1P34"
0,0,0,0,0,"FAM197Y5"
30,35,38,33,25,"LINC01703"
0,0,0,0,0,"AL365434.1"
2,5,6,10,3,"AC005237.1"
0,0,0,0,0,"AL592114.2"
0,0,0,0,0,"IGKV6D-21"
19,19,24,19,18,"MKRN2OS"
7,6,5,9,7,"AL450384.1"
2,0,4,4,0,"Z82206.1"
13,12,13,13,21,"SP3P"
0,0,0,3,1,"AL807761.2"
0,0,1,1,0,"AL731684.1"
0,0,0,0,0,"PAWRP1"
1,0,0,3,4,"LINC01393"
0,0,0,0,1,"STIP1P3"
0,0,0,0,0,"AC073325.1"
0,0,0,0,0,"OR5BE1P"
0,0,0,0,0,"LINC01821"
0,0,0,0,0,"ZNF385D-AS1"
4,2,3,4,2,"AC245452.1"
0,0,0,0,0,"AL162399.1"
0,0,0,0,0,"LINC02476"
0,0,0,0,0,"LINC01980"
0,0,1,0,1,"SELENOKP3"
0,0,0,0,0,"AL157827.1"
0,0,0,0,0,"NAALADL2-AS1"
9,9,15,13,15,"AP000320.1"
135,135,154,174,149,"C2CD4D"
0,0,0,0,1,"MTCO3P20"
20,19,4,11,25,"UBE2D3P2"
1,0,0,0,0,"AC083867.2"
0,0,0,0,0,"FAM197Y8"
0,0,0,0,0,"LINC01710"
0,0,0,0,0,"AC006076.1"
0,0,0,0,0,"LINC01492"
2,1,3,1,1,"AC093155.1"
0,0,0,0,0,"CCT4P2"
0,0,0,0,0,"AC013733.1"
0,0,0,0,2,"DOCK4-AS1"
12,15,16,11,12,"RPL35P5"
0,0,0,0,0,"DRAXINP1"
11,12,17,8,9,"NCBP2-AS1"
0,0,0,0,0,"EDNRB-AS1"
1,0,0,1,1,"AL358942.1"
6,1,0,1,2,"TRIM53AP"
0,0,0,0,0,"AC011193.1"
0,0,0,0,0,"AC004690.1"
0,1,0,0,0,"IPPKP1"
0,0,0,0,0,"AC096669.1"
0,0,0,1,1,"BX248409.1"
0,0,0,0,0,"AC098826.1"
0,0,1,0,0,"LINC01623"
1,0,1,1,3,"AL606519.1"
0,0,0,0,0,"MTOR-AS1"
1,0,0,1,0,"AC244394.1"
0,0,2,2,0,"AC092813.1"
0,0,0,0,0,"AC005281.1"
0,0,0,0,0,"CDY20P"
0,0,0,0,0,"AC007679.2"
4,1,5,1,5,"LINC02158"
0,0,0,0,0,"AC099552.2"
0,0,0,0,0,"LINCMD1"
3377,2524,2744,4923,3547,"ZNF469"
0,0,0,0,0,"RBMY2UP"
0,0,0,0,1,"AL138785.2"
0,0,0,0,0,"MYT1L-AS1"
0,1,1,0,0,"AC104463.1"
0,0,0,0,0,"PPIAP17"
0,0,0,0,0,"AGBL4-IT1"
0,0,0,0,0,"TBL1YP1"
0,0,0,0,0,"AC090517.1"
4,0,0,0,0,"C9orf135-DT"
2413,2637,2968,3182,2676,"MTND2P28"
0,0,0,0,0,"AL161644.1"
1,2,4,0,0,"HNRNPA3P15"
0,0,0,0,1,"AP001046.1"
0,0,0,0,0,"PABPC1P12"
0,1,0,1,0,"PGAM1P2"
0,0,0,0,0,"LINC01729"
1,0,0,0,0,"SNRPEP5"
1,0,2,3,2,"AL606491.1"
0,0,0,0,0,"RPL35AP4"
1,0,0,0,0,"AC005487.1"
675,604,703,878,645,"SBDSP1"
0,1,0,0,0,"AC064875.1"
0,0,0,0,0,"EIF2S2P5"
0,0,0,0,0,"KCNMA1-AS3"
0,0,0,0,0,"RNF19BPY"
0,0,0,0,0,"BX255923.1"
0,0,1,0,0,"AL118511.2"
0,0,0,0,0,"LINC01716"
0,0,0,0,0,"TAF13P2"
0,0,0,0,0,"Z99497.1"
0,0,0,0,0,"RPL14P5"
0,0,0,0,0,"AC012519.1"
1103,1342,1289,1403,1183,"MCRIP1"
0,0,0,0,0,"YWHAZP8"
0,0,0,0,0,"SAR1AP3"
0,0,0,0,0,"RPL23AP27"
0,0,0,0,0,"CADM3-AS1"
19,12,10,10,19,"FCF1P6"
0,0,0,0,0,"CCNT2P1"
0,0,0,0,0,"AC104164.1"
7,20,4,8,13,"IPO7P2"
5,3,1,6,3,"LINC01771"
11,8,19,9,11,"AC002378.1"
1,0,0,0,0,"AP000619.1"
0,0,0,0,0,"AL163953.1"
0,0,0,0,0,"AC005730.1"
0,0,1,0,0,"PACRG-AS3"
6,1,6,7,6,"FAM225B"
0,0,0,0,0,"TSPY5P"
4,5,1,2,4,"AL008633.1"
0,0,0,0,0,"TREML5P"
0,2,1,5,0,"LAGE3P1"
1,0,0,1,1,"HNRNPA1P35"
378,316,414,508,344,"SLC26A6"
0,0,0,0,0,"IGHV3-72"
0,0,0,0,1,"EIF4A1P13"
0,0,0,0,0,"AC114737.2"
0,0,0,0,0,"AC004899.1"
0,0,0,0,0,"PTPRD-AS1"
0,0,0,0,0,"AL354984.2"
0,2,0,0,0,"AL355149.1"
0,1,0,1,0,"AL512326.3"
0,1,0,1,1,"ATP5MC2P1"
0,0,0,0,0,"RPL30P1"
0,0,0,0,0,"AL512504.1"
0,0,0,0,0,"ELOCP13"
0,0,0,0,0,"AC092100.1"
0,0,0,0,0,"NMNAT1P2"
0,0,0,0,0,"AL031846.1"
15,12,13,24,26,"AL592166.1"
0,0,0,0,0,"BX890604.1"
0,0,0,0,0,"MTND6P15"
1,0,2,1,0,"ASH2LP3"
0,0,1,0,1,"FAM66E"
0,0,0,1,0,"AC007000.3"
0,1,0,0,1,"AL139184.1"
0,0,0,0,0,"AL034399.2"
0,0,0,0,0,"ADGRF5-AS1"
0,0,0,0,0,"PDE9A-AS1"
1839,1382,2011,2537,1677,"FGD5-AS1"
0,0,0,0,0,"NEK4P1"
0,0,0,0,0,"NRG3-AS1"
0,0,0,0,0,"NPM1P18"
0,0,0,0,0,"ELOCP6"
0,0,0,0,0,"AC245517.1"
37,38,42,38,31,"LINC02036"
0,0,0,0,0,"AC017002.1"
0,0,0,0,0,"MEG8"
1,0,0,0,2,"AL357500.1"
0,0,0,0,0,"AC087501.1"
0,0,0,0,0,"AL023581.1"
0,0,0,0,0,"AL451063.1"
2,0,2,0,1,"DBH-AS1"
0,0,0,0,0,"RPS17P17"
0,0,0,0,0,"LINC00489"
47,49,33,50,47,"LINC00431"
0,0,2,2,2,"AL596247.1"
1,2,3,3,2,"LINC01389"
0,0,0,1,0,"P3H2-AS1"
0,0,0,0,0,"LINC01831"
0,1,1,3,0,"DHRS4L1"
0,0,0,0,0,"FAF1-AS1"
2,0,1,2,0,"LINC02620"
0,0,0,0,0,"CROCCP1"
0,0,0,0,0,"RPS29P3"
9,4,10,11,7,"SIRPAP1"
0,0,0,0,0,"AL137220.1"
0,0,0,0,0,"DDX39AP1"
233,162,290,315,205,"PROSER2-AS1"
1,0,0,0,0,"AL122001.1"
0,0,0,0,0,"OR6V1"
0,0,0,0,0,"MIAT"
0,0,0,0,0,"AL109610.1"
0,0,0,1,0,"LSM3P3"
0,0,0,0,0,"AC007953.1"
54,66,74,81,61,"TRAM2-AS1"
0,0,0,1,0,"AC004540.2"
15,8,8,11,14,"AL080250.1"
0,0,0,0,1,"AC073321.1"
0,0,0,0,0,"AC006463.1"
0,0,0,0,0,"MTND4P23"
0,0,0,0,0,"UBDP1"
1,1,2,4,0,"AC025918.1"
0,0,0,0,0,"RABEPKP1"
0,0,0,0,0,"WARS1P1"
0,0,0,0,0,"MRPS11P1"
0,0,0,0,0,"DEFB131B"
48,45,51,52,48,"AL121917.1"
0,0,0,0,0,"AC069281.1"
2,0,1,1,3,"DNAJC19P5"
0,0,0,0,0,"RBMY2KP"
0,0,0,0,0,"AL354771.1"
15,7,13,25,20,"AC009299.1"
0,0,0,0,0,"GRPEL2P2"
0,0,0,0,0,"AC092669.1"
0,0,0,0,0,"GTF3AP5"
0,0,0,0,0,"AC118653.1"
0,0,0,0,0,"AC013269.2"
1,4,0,0,0,"UBXN7-AS1"
0,0,0,0,0,"RPL7P45"
0,0,0,0,0,"IGHD6-25"
6,5,3,1,4,"LINC00626"
0,0,0,0,0,"SFTPA3P"
334,403,431,445,366,"FAM229A"
845,593,798,1097,845,"ERCC6"
0,0,0,0,0,"RPS18P1"
0,0,0,0,0,"AL035090.1"
8,12,7,4,11,"AC097625.1"
0,0,0,0,0,"AL157400.1"
0,0,0,0,0,"TRMT2B-AS1"
0,0,0,0,0,"AC010970.1"
0,0,0,0,0,"GGCTP3"
0,0,0,0,0,"NIPA2P1"
0,0,0,0,0,"AC112719.1"
2,2,4,0,1,"MKRN7P"
1,0,4,6,5,"AL355490.2"
0,0,0,0,0,"HLA-S"
0,0,0,0,0,"AL451139.1"
123,87,120,153,75,"RUSC1-AS1"
0,0,0,0,0,"PCNPP2"
3,1,2,4,4,"LINC02816"
0,0,0,0,0,"BX295541.1"
0,3,3,1,1,"AL645939.2"
4,1,0,4,4,"AL022315.1"
0,0,0,0,0,"AC016582.1"
0,0,0,0,0,"AC008696.1"
0,0,0,0,0,"LINC00368"
25,15,24,28,16,"AC245100.2"
0,4,0,2,0,"LINC01529"
0,1,0,0,0,"C3orf86"
0,0,0,0,0,"AC024067.1"
0,0,0,0,0,"PSG8-AS1"
0,0,0,0,0,"SERBP1P2"
0,0,0,0,0,"AL513210.1"
44,69,55,75,68,"LINC00115"
0,0,0,0,0,"AC009365.3"
0,0,0,0,0,"LINC01456"
0,0,0,0,0,"BMS1P11"
0,0,0,0,0,"AC098872.1"
0,0,0,0,0,"AC023590.1"
1,0,2,0,0,"AL445490.1"
284,240,375,416,362,"AC012368.1"
5,1,2,1,4,"DHDDS-AS1"
0,0,0,0,0,"AL136231.1"
0,0,0,0,0,"TRAPPC2P8"
0,0,0,0,0,"AC007742.1"
0,0,0,0,0,"AC002075.1"
0,0,0,1,1,"FRG2B"
0,1,0,0,0,"HSPE1P13"
0,0,0,0,0,"MTND2P9"
0,0,2,1,2,"AL035404.2"
0,0,0,0,0,"MORF4L1P7"
9,11,21,13,9,"AL391244.1"
0,0,0,0,0,"AP000949.1"
2,0,1,1,3,"RPS27P16"
0,0,0,0,0,"AC009310.1"
0,1,0,1,1,"AL121871.1"
0,0,0,0,0,"AL138767.3"
0,0,0,0,1,"TSBP1-AS1"
0,0,0,0,0,"AC007879.2"
0,0,0,0,0,"RPL7P59"
0,0,0,0,0,"LINC01745"
0,0,0,0,0,"RIMKLBP2"
893,767,1016,1146,925,"NOL7"
0,0,0,0,0,"RPL21P92"
0,0,0,0,0,"AC092393.1"
0,0,0,0,0,"TAB2-AS1"
0,0,0,0,1,"AL672138.2"
0,0,0,0,0,"CACYBPP1"
0,0,0,0,1,"AC000036.1"
3,1,2,4,3,"LINC02249"
0,0,0,0,0,"AL139246.2"
38,35,39,44,32,"CTAGE4"
0,0,0,0,0,"RPS14P5"
0,0,0,0,0,"AL592310.1"
0,0,0,0,0,"BANF1P5"
0,0,0,0,0,"AL731557.1"
0,0,1,0,0,"PCA3"
4,0,1,2,2,"AL109741.1"
2,1,1,3,2,"C5orf67"
0,0,0,0,0,"LINC01875"
0,0,0,0,0,"AC016907.1"
0,0,0,0,0,"RIOK3P1"
4,0,0,1,3,"AL121574.1"
1,0,2,1,0,"AL596448.1"
0,0,0,0,0,"LINC02648"
0,0,0,0,0,"Z77249.2"
17,7,21,17,5,"NTF4"
0,2,2,4,2,"ODF2-AS1"
0,0,0,0,0,"AL512444.1"
2,3,4,1,4,"SATB2-AS1"
0,1,1,1,1,"AL050320.1"
0,0,0,0,0,"AC231532.1"
0,0,0,0,0,"MTND4P3"
0,0,0,0,0,"AL441989.1"
1,0,1,0,1,"AC009950.1"
89,26,58,50,42,"NRIR"
0,0,0,0,0,"AL117339.1"
9,6,9,9,8,"ELFN1"
6,12,14,20,10,"ABHD11-AS1"
0,0,0,0,0,"AL500522.1"
0,0,1,0,0,"RPS3AP51"
18,16,16,25,21,"MTND1P23"
45,42,45,82,50,"PIGBOS1"
0,0,0,0,0,"AC005550.1"
77,56,63,123,85,"LINC01534"
1,0,0,0,1,"CKS1BP2"
0,0,0,0,0,"HAR1A"
0,0,0,0,0,"AC010746.2"
0,1,0,1,0,"OR7E19P"
0,0,0,0,0,"AC102953.1"
2,10,2,4,5,"AL355482.2"
0,0,0,0,0,"HMGB1P26"
1,0,1,2,2,"UBXN10-AS1"
0,0,0,0,0,"LAMP5-AS1"
0,0,0,0,0,"SNRPEP7"
2,0,2,0,2,"RPL23AP34"
0,0,0,0,0,"TRGVA"
0,0,0,0,0,"OR4A8"
0,0,0,0,0,"NDUFA12P1"
17,15,9,23,15,"GTF2IP14"
0,0,0,0,0,"PPIAP37"
0,0,2,0,0,"LINC02528"
5,0,5,10,7,"LINC02660"
2,0,1,2,1,"BX005266.2"
0,0,0,0,0,"SEPTIN14P3"
5,2,2,4,9,"KCNIP2-AS1"
0,0,0,0,0,"AL355852.1"
0,0,0,0,0,"OFD1P1Y"
0,0,0,0,0,"AP001434.1"
0,0,0,0,0,"MRPS18BP1"
0,0,0,0,0,"AL358176.2"
34,28,25,37,29,"CCT8P1"
0,0,0,0,0,"RPL36AP55"
0,0,0,0,1,"PRICKLE2-AS3"
0,0,2,0,0,"CDK2AP2P3"
0,0,0,0,1,"AC026167.1"
0,0,0,0,0,"CT47A6"
0,0,0,0,0,"COX5BP7"
4,2,7,7,1,"AC005515.1"
1,5,8,4,3,"AC092802.2"
0,0,0,0,0,"PFN1P12"
14,11,24,17,29,"LINC01772"
0,0,0,0,0,"HLA-DQB3"
0,3,3,1,3,"FGF13-AS1"
0,0,0,0,0,"AL035530.1"
0,0,0,0,0,"NANOGNBP1"
0,0,0,0,0,"AL590648.1"
0,0,0,0,0,"LINC01040"
1,0,5,7,1,"PPIAP21"
0,1,0,0,0,"AC005740.1"
0,0,0,0,0,"AC010745.1"
0,0,0,0,0,"CDY10P"
0,0,0,0,0,"AP000561.1"
1,0,0,1,0,"AC234644.1"
1,0,1,0,0,"AP1S2P1"
0,0,0,0,0,"AL807761.3"
0,0,0,0,0,"YBX1P8"
17,23,13,20,17,"TLK2P1"
13,8,18,3,5,"ZNF503-AS1"
0,0,0,0,0,"LINC01776"
16,17,16,15,10,"MEMO1P1"
0,0,0,0,0,"PAICSP1"
1,0,0,0,0,"MTND4P32"
1,0,1,1,0,"PHF2P2"
0,0,0,0,0,"AC092570.1"
0,0,0,0,0,"HMGB3P20"
0,0,0,0,0,"PCMTD1P1"
0,0,0,0,0,"AC009531.1"
0,0,0,0,0,"PGBD4P6"
0,0,0,0,0,"ZBTB45P2"
0,0,0,0,0,"ZP3P2"
111,86,131,136,98,"LINC00623"
0,2,4,3,0,"HNRNPA3P4"
0,0,0,0,0,"AL139275.1"
0,0,0,0,0,"AC016772.1"
5,8,5,7,4,"PRSS44P"
0,0,0,0,0,"PHKG1P1"
0,0,0,0,0,"AL356309.1"
0,0,0,0,0,"AL138830.1"
0,0,0,0,0,"RPL6P4"
1,0,1,0,0,"USP12PX"
0,0,0,0,0,"AC096915.1"
0,0,0,0,0,"SLC39A12-AS1"
52,59,61,91,70,"AC113935.1"
30,18,15,12,34,"UQCRFS1P1"
10,27,10,14,15,"EIF3LP3"
4,2,1,1,2,"AC073283.2"
0,0,0,0,0,"HHLA3-AS1"
0,0,0,0,0,"AL122017.1"
35,47,66,73,40,"LINC00937"
0,0,0,0,0,"RBMY2AP"
0,0,0,0,0,"RPS28P8"
0,0,2,0,0,"RPL7P3"
0,0,0,0,0,"AC087499.1"
0,0,0,0,0,"AC099342.1"
1,0,0,0,0,"SEC11B"
1,0,0,0,1,"LINC02097"
2,3,5,4,2,"SEPTIN7P3"
5,3,3,13,7,"AC004383.1"
0,0,0,0,0,"RAB28P1"
0,0,0,0,0,"BX323845.2"
0,0,0,0,0,"FCF1P4"
0,0,0,0,0,"AL133217.1"
