"HBCx14_chemonaive1","HBCx14_chemonaive2","HBCx14_chemonaive3","Symbol"
0,0,0,"Z85994.2"
0,0,0,"YAP1P2"
22,25,42,"ELFN1-AS1"
0,0,1,"OR13E1P"
0,0,0,"ACTG1P4"
0,1,0,"HMGN2P28"
396,473,587,"COX10-AS1"
2,2,0,"LDHAP3"
0,0,0,"LINC02243"
0,0,0,"LINC00545"
6,7,10,"AL807757.2"
0,0,0,"BNIP3P2"
4,0,2,"AC097059.1"
0,0,0,"AC013403.1"
0,0,0,"RAC1P7"
0,0,0,"AC006967.2"
13,8,22,"ZBTB22"
0,1,2,"PRELID3BP10"
4,1,4,"AC010729.1"
6,7,1,"SCN1A-AS1"
0,0,0,"AC093422.3"
0,0,0,"AC013402.3"
0,1,0,"OR2AM1P"
0,0,0,"AL603882.1"
8,5,20,"AL450326.2"
0,0,0,"AL136097.2"
0,1,0,"AC064853.1"
0,0,1,"LINC01639"
0,0,0,"AC245517.4"
0,0,0,"AP000688.3"
2,0,1,"AC110995.1"
0,0,0,"HAUS6P2"
0,0,0,"CEACAMP11"
0,0,0,"HMGN2P23"
0,0,0,"USP17L4"
0,0,0,"CT47A3"
0,0,0,"AP002856.3"
2,0,0,"PTCSC2"
0,0,0,"MED13P1"
0,0,0,"AL022331.1"
0,0,0,"LINC01069"
0,0,0,"ADORA2BP1"
47,36,49,"AL445231.1"
0,0,1,"DUX4L26"
0,0,5,"AC245014.1"
0,0,0,"AC013727.2"
1230,1104,1498,"TMEM147-AS1"
7,5,0,"AC079988.1"
2,1,0,"AL353803.3"
0,1,0,"RPL23AP37"
0,0,0,"AL110503.1"
0,0,0,"MRPS36P1"
3,3,7,"AC104076.1"
0,0,0,"AL450311.1"
0,0,0,"ZPLD2P"
0,0,0,"CHCHD4P3"
0,0,0,"RFC3P1"
0,0,0,"AL031659.1"
0,0,0,"AC005345.1"
0,0,0,"AC092687.2"
0,0,0,"AL161618.1"
0,0,1,"PRADC1P1"
6,3,1,"AL021408.1"
0,0,0,"GAPDHP57"
0,0,0,"AL133466.1"
0,0,0,"IGHD1-1"
0,0,0,"RPL12P26"
0,0,0,"MIR7515HG"
0,0,0,"AL049612.1"
0,0,0,"SSU72P6"
0,0,0,"LINC00353"
0,0,0,"PRAMEF35P"
0,2,1,"AL445669.1"
0,0,0,"AC009319.1"
4,5,1,"TCEA1P4"
0,0,0,"HNRNPDLP3"
0,0,0,"GJA6P"
0,0,0,"PRKX-AS1"
1,0,4,"RPL18AP15"
0,0,0,"Z82210.1"
0,2,2,"RPS15AP25"
0,0,0,"LINC01953"
1,8,13,"AC099811.1"
0,0,0,"RNMTL1P2"
3,9,13,"PPP1R9A-AS1"
0,0,1,"AL359076.1"
70,70,106,"KDM4A-AS1"
0,0,0,"GRM7-AS1"
34,27,34,"LINC01376"
0,0,0,"AL023773.2"
3,1,2,"AL356441.1"
0,0,0,"C10orf71-AS1"
0,0,0,"AC104135.1"
0,0,0,"MTCO1P7"
0,0,0,"AC009262.1"
0,5,1,"AC006369.1"
0,0,0,"PPP1R11P1"
0,0,2,"C1DP2"
0,1,0,"AC073127.1"
2,2,1,"VEZF1P1"
1,0,3,"AL356108.1"
0,0,0,"AC017048.2"
0,0,0,"MTCYBP24"
0,0,0,"AC091132.2"
0,0,0,"AP000542.1"
0,0,0,"AC093106.1"
0,0,0,"GPC5-IT1"
0,0,1,"AC119744.1"
1,1,5,"MYO16-AS1"
0,0,0,"RPL6P29"
0,0,0,"AL122008.4"
0,0,0,"AC073135.1"
0,0,0,"AC104389.4"
0,0,0,"AL512605.1"
0,0,0,"SLC25A3P1"
0,1,0,"MTND4P14"
89,114,119,"AC009404.1"
1,0,1,"DIAPH2-AS1"
0,0,0,"EI24P2"
0,0,0,"TIMM8BP1"
0,0,0,"PPIAP64"
0,0,0,"AC064862.4"
0,0,0,"SHANK2-AS2"
11,13,21,"AC234582.2"
13,12,19,"RPL26P30"
0,0,0,"Z98884.1"
0,0,0,"AP006216.2"
0,0,0,"LINC01361"
0,0,0,"Z82214.2"
0,0,0,"AC004865.1"
0,0,0,"NDP-AS1"
0,0,0,"NIPA2P5"
0,0,0,"PEBP1P3"
2,1,1,"CLEC2L"
0,1,0,"AC114737.3"
0,0,1,"NDUFB9P2"
26,41,34,"AC019197.1"
0,0,0,"VN1R31P"
0,6,2,"NPM1P8"
1894,2064,2355,"ZBED5"
13,5,15,"GACAT3"
1,1,0,"EEF1GP7"
0,0,0,"AC138024.1"
0,0,0,"AC007557.3"
0,0,0,"GUSBP5"
1,6,8,"AC048351.2"
0,1,2,"AC092634.4"
0,0,0,"MTND4LP12"
0,1,0,"MRGPRG-AS1"
0,0,0,"LINC02646"
0,0,0,"AP001189.1"
15,13,16,"SLC12A9-AS1"
0,0,0,"LINC01241"
17,23,27,"EEF1E1P1"
1,1,0,"AL138921.2"
10,16,19,"TLX1NB"
8,9,9,"RPL34P34"
0,0,0,"VN1R53P"
0,0,0,"OR7E109P"
0,0,2,"AC104333.2"
0,2,0,"AC019117.3"
0,0,0,"AC105021.1"
1,0,1,"SLFN14"
0,0,0,"BMP6P1"
0,0,0,"AL035634.1"
0,0,0,"AC005300.1"
1,0,1,"AL050331.2"
0,0,0,"AL831737.1"
0,1,0,"RPL5P9"
0,0,0,"AP001604.1"
0,0,0,"TRHDE-AS1"
0,0,1,"PPIAL4G"
0,0,0,"AL161638.2"
0,0,1,"CDYL-AS1"
12,6,11,"FMR1-IT1"
0,0,0,"POM121L13P"
0,0,0,"GRM8-AS1"
0,0,0,"AL161740.1"
0,0,0,"EI24P4"
0,0,0,"SCAT8"
0,0,0,"AL513123.1"
3,1,4,"PSMC1P10"
3,3,4,"SUCLG2P2"
1,1,2,"AC005220.1"
0,0,0,"LINC00437"
0,0,0,"AL391415.1"
0,0,0,"AC079584.1"
0,0,0,"EI24P1"
0,0,0,"AL355472.2"
0,0,0,"OR51B8P"
5,2,7,"RRAS2P1"
0,0,0,"GAGE12F"
13,4,13,"AL358115.1"
0,0,0,"AL008987.1"
0,0,0,"AL359313.1"
0,0,0,"CT47A1"
0,0,0,"AL353052.2"
0,0,0,"LINC02653"
0,1,0,"POU5F1P5"
0,0,0,"AL353780.1"
2,1,2,"AC084809.2"
0,0,0,"AL133319.1"
0,0,0,"ZNF736P4Y"
0,0,0,"VENTXP7"
0,0,0,"KRTAP10-13P"
2,1,4,"CCDC200"
46,57,87,"LINC00479"
0,0,0,"AC026355.3"
0,0,0,"AC009518.2"
0,0,0,"AL139350.1"
0,0,0,"ITCH-AS1"
0,0,0,"AL121970.1"
0,0,0,"AC092800.1"
8,17,35,"AC092573.2"
0,1,1,"AC091806.1"
0,1,0,"AL807752.4"
0,0,0,"AC093106.2"
0,0,0,"SLC35G4"
16,9,6,"DDX11L2"
0,1,0,"TAS2R39"
0,0,0,"KRTAP21-4P"
0,0,0,"SLC4A1APP2"
0,0,0,"AL353611.1"
61,56,62,"VLDLR-AS1"
0,0,0,"UBQLN1P1"
0,0,0,"HMGB1P18"
0,0,0,"AC073336.1"
85,67,88,"NRADDP"
5,6,14,"NDUFAF4P3"
0,0,0,"AC092941.2"
0,0,0,"AL662874.1"
0,0,0,"AC004415.1"
0,0,0,"CTSLP1"
0,0,0,"CHCHD3P1"
35,38,69,"LINC01134"
0,0,0,"TSPY10"
0,0,0,"AC069213.2"
0,0,0,"AL583824.1"
0,1,1,"AL589986.2"
0,0,0,"GPM6BP2"
0,0,0,"KRT8P29"
0,0,0,"AC009237.8"
33,40,37,"MFF-DT"
0,0,0,"RPL37P21"
0,0,0,"AL162430.3"
0,0,0,"TSPY12P"
0,0,0,"LINC02850"
0,0,0,"LINC02151"
247,202,202,"FAM157A"
26,23,28,"AC099336.2"
0,0,0,"COPRSP1"
0,1,0,"ANKRD54P1"
1,5,10,"UBE2L5"
0,0,0,"LINC00608"
0,0,0,"CT47B1"
1,1,0,"ATG10-IT1"
2,0,1,"AC010894.3"
0,0,0,"AL590399.6"
0,0,1,"AC067956.1"
0,1,0,"AC123023.1"
0,0,0,"AC003092.1"
8,14,10,"AL035458.1"
0,1,0,"AC090617.1"
0,0,0,"HNRNPA1P22"
0,0,0,"SNX2P2"
0,0,0,"AL162425.1"
0,0,0,"LINC00427"
0,0,0,"LINC02559"
0,0,0,"AL035670.1"
0,0,0,"KCNMA1-AS1"
1,3,5,"AC099335.1"
0,0,0,"AC007881.2"
2,0,0,"AF127577.5"
1,1,4,"AC002401.1"
0,0,0,"KRT43P"
0,1,0,"GCNT1P1"
0,0,0,"TRIM26BP"
0,0,0,"AL593856.1"
0,0,0,"RPS24P1"
0,0,0,"AC012513.2"
18,8,12,"PKMP1"
0,0,0,"LINC02195"
2,0,0,"MTND2P40"
0,0,0,"RRM2P2"
0,0,0,"LINC01945"
0,0,0,"AC079168.1"
2,2,0,"AC133473.1"
0,0,0,"AC234771.4"
2,7,1,"EIF2S2P3"
0,0,0,"AC008080.4"
7,2,3,"AL158168.1"
0,0,0,"GPS2P1"
0,0,0,"LINC01744"
3,2,2,"AC107081.2"
9,11,15,"LINC00896"
0,0,0,"CD24P1"
0,0,0,"AC074286.1"
121,134,124,"SIX3-AS1"
0,0,0,"AC009784.1"
0,0,0,"AC087499.5"
0,0,0,"AL356379.1"
0,1,1,"BX470209.2"
9,11,11,"ATP13A5-AS1"
0,0,0,"RPL21P133"
0,0,0,"AC011284.1"
0,0,2,"LINC01231"
1,1,2,"AL390026.1"
0,0,0,"AC074035.1"
52,44,43,"AL135791.1"
1,0,0,"KLF2P4"
11,1,7,"LINC01424"
0,0,0,"GPC6-AS1"
0,0,0,"NPAP1P4"
0,0,0,"NPM1P40"
0,0,0,"AC007278.2"
1,5,5,"AL035448.1"
7,0,4,"ARF4P2"
18,12,21,"AL033528.3"
37,34,33,"AC093582.1"
0,0,0,"KPNA2P1"
0,0,1,"AC006013.1"
0,0,0,"LINC01695"
0,1,1,"RPS12P4"
4,0,0,"H3P36"
1,1,2,"RC3H1-IT1"
0,0,0,"AC003986.3"
0,0,0,"ZNF863P"
0,4,6,"HNRNPA1P54"
0,1,1,"AC006547.1"
0,0,0,"VN2R9P"
0,0,0,"MED28P7"
2,2,3,"AL354761.1"
0,0,0,"AC008060.3"
0,0,0,"AP001619.2"
0,1,3,"MYCL-AS1"
51,59,47,"RNF217-AS1"
0,0,0,"RPS27AP7"
0,0,0,"AL109809.3"
106,90,125,"RPL13AP5"
0,0,0,"ASNSP3"
0,0,1,"AC115115.1"
0,0,0,"AC025038.1"
3,1,0,"BCL2L1-AS1"
0,0,0,"IFITM3P1"
0,0,0,"YWHAQP5"
34,26,51,"HNRNPA3P5"
0,3,1,"TCF3P1"
0,0,0,"HNRNPA1P73"
8,5,11,"RAD23BP1"
0,0,0,"AC245102.3"
0,0,0,"AC006369.2"
0,0,0,"AC092634.5"
0,0,0,"AC241520.1"
3,3,1,"SNRPGP14"
0,0,0,"AC073626.2"
0,0,0,"STARD13-AS"
0,0,0,"PRPF38AP2"
0,0,0,"AP004290.1"
0,0,0,"MTATP6P4"
0,0,0,"AL357992.1"
0,0,0,"S100A11P2"
0,0,0,"RPS27AP14"
3,0,0,"MED15P5"
0,0,0,"AC092568.1"
0,0,0,"IGHD7-27"
0,0,0,"ELOCP26"
3,0,0,"AL732372.1"
0,0,0,"RANP1"
0,0,0,"LYPLA2P3"
0,0,0,"AC023115.1"
0,0,0,"AC022028.1"
0,0,0,"EEF1DP8"
2,4,0,"EIF4A1P6"
80,41,40,"ZNF853"
0,0,0,"SOCS5P1"
4,0,1,"LINC02556"
0,0,0,"KRTAP19-11P"
0,0,0,"AC010086.2"
0,0,0,"BAK1P2"
1,3,6,"AC127070.1"
107,84,137,"PITPNA-AS1"
0,0,0,"XKRYP3"
0,0,0,"MTND5P17"
0,0,0,"AL590302.2"
0,0,0,"AC016903.1"
0,0,0,"LINC02540"
0,0,0,"AL627308.2"
0,0,0,"IFNA4"
0,0,0,"AC006455.7"
5,3,5,"Z99916.1"
2,4,6,"AL354928.1"
0,0,0,"LAMTOR5P1"
0,0,0,"AC009947.2"
0,0,0,"LINC02810"
0,0,1,"DLX2-DT"
0,0,0,"LINC01923"
0,0,2,"AC079780.1"
0,0,0,"SLC6A14P3"
0,0,0,"AL365440.2"
0,0,0,"AL161733.1"
9,7,8,"AL133215.1"
2,0,5,"FRGCA"
0,0,0,"AC011998.3"
0,0,0,"AC114808.2"
0,0,0,"POTEH-AS1"
8,10,15,"RPL27AP3"
1,0,0,"AC006450.3"
12,11,11,"KRT18P5"
0,0,0,"PRKG1-AS1"
0,0,0,"AL117378.1"
0,0,1,"AL049636.1"
0,4,1,"MTX1P1"
0,0,0,"AC117944.1"
1,0,0,"AP000688.4"
0,0,0,"LINC00347"
0,0,0,"RPL23AP24"
0,0,0,"AL356000.1"
0,0,0,"DSTNP5"
142,106,139,"MAP3K2-DT"
1,2,1,"HMGA1P1"
0,0,1,"BZW1P1"
0,0,0,"AL160271.2"
0,0,0,"MTCO2P21"
0,0,0,"AC007274.2"
0,0,0,"NDUFA4P2"
0,0,0,"AC099654.3"
1,1,0,"HNRNPA1P47"
19,12,28,"EIF1AXP1"
102,116,126,"ARHGEF38"
0,1,1,"LINC01010"
0,0,0,"AL512594.1"
1,1,0,"MYB-AS1"
0,0,0,"CNOT4P1"
0,0,0,"AC073316.3"
4,3,2,"DAPK1-IT1"
1,10,6,"AC108448.2"
1,0,0,"SMAD9-IT1"
0,0,0,"AC079448.1"
0,0,0,"AL356292.1"
5,10,9,"LINC01844"
0,0,0,"AL355376.1"
0,0,0,"AL354751.2"
0,0,0,"RBMY2QP"
3,0,0,"OVAAL"
0,0,0,"LINC01741"
0,0,0,"AC116036.1"
22,31,32,"AL606760.2"
0,0,0,"AL137071.1"
0,0,0,"AL135929.2"
0,0,0,"AC094019.2"
1,0,0,"AL354794.1"
0,0,1,"RPL31P63"
0,0,0,"UQCRC2P1"
0,0,0,"GAGE12B"
0,0,1,"CLIC4P1"
128,95,111,"AL033384.1"
0,0,0,"Z98751.2"
0,0,0,"AC016822.1"
0,0,0,"YRDCP2"
0,0,0,"LINC01282"
0,0,0,"AC009500.1"
1,2,2,"AC009237.9"
59,62,69,"LINC01186"
154,135,171,"MKLN1-AS"
7,5,10,"AC007666.1"
17,12,19,"DNAJC9-AS1"
0,0,0,"MTUS2-AS2"
3,0,1,"AC019118.2"
2,5,3,"CTAGE9"
1,1,2,"RPL19P16"
0,0,0,"TRMT112P4"
0,0,0,"COX7A2P2"
1,2,2,"AC124916.1"
0,0,0,"LINC02659"
0,0,0,"AC079325.1"
2,4,1,"AL034550.1"
4,2,10,"AC092809.4"
0,0,1,"AL512637.2"
0,0,0,"RPL21P23"
0,0,0,"AL157831.1"
47,41,101,"INTS6-AS1"
1,1,0,"AL512306.1"
3,3,3,"LINC01829"
20,6,20,"AL391650.1"
0,0,0,"RPS15AP27"
0,0,0,"SDR42E1P5"
0,0,0,"TSPY15P"
118,84,80,"LINC00299"
0,0,0,"OR2AI1P"
1,1,1,"AL513175.2"
4,5,10,"BCRP8"
0,0,0,"CNTNAP2-AS1"
0,0,0,"AL157884.3"
3,2,4,"SPA17P1"
0,1,0,"LINC02626"
0,0,0,"AC068898.1"
4,6,4,"RPL24P8"
0,0,0,"SDAD1P4"
1,0,3,"RPS3AP12"
1,2,7,"RPL7AP15"
0,0,0,"AC092066.1"
26,23,23,"SNX25P1"
68,58,88,"ELOA-AS1"
0,0,0,"GAPDHP2"
1,2,3,"BTF3P8"
27,37,52,"AC046176.1"
0,0,0,"ANKRD20A7P"
0,0,0,"AL606804.1"
0,0,0,"ARL5AP2"
0,1,1,"LINC01563"
0,0,0,"NMBR-AS1"
0,0,0,"AL035691.1"
3,10,42,"BCYRN1"
0,0,0,"RAB28P2"
0,0,0,"LINC00529"
0,0,0,"DMD-AS3"
29,42,32,"Z97634.1"
227,252,278,"CBR3-AS1"
0,0,0,"YME1L1P1"
0,0,0,"AC073465.2"
43,45,55,"AC024560.1"
0,0,0,"LINC00421"
0,0,0,"PCYT1B-AS1"
0,0,0,"AC139712.1"
0,0,0,"AC090617.2"
0,0,0,"AC069280.1"
0,0,0,"AC007750.1"
3,11,5,"AC010997.2"
3,0,6,"AC069213.3"
3,4,3,"AL359979.2"
0,0,0,"AC018892.2"
0,0,0,"RPL23AP95"
0,0,0,"LINC01474"
1,5,1,"BX322784.1"
0,0,0,"OR2R1P"
0,0,1,"AL133244.2"
1,4,3,"AC105393.2"
7,6,7,"RAP1BP1"
0,0,0,"AL008638.2"
159,131,181,"NIFK-AS1"
0,0,0,"RPL39P29"
0,0,0,"BET1-AS1"
1,1,0,"RPS20P24"
0,0,0,"RPL23AP23"
0,0,0,"AC068295.1"
0,0,0,"AL157902.1"
0,0,0,"Z98885.1"
7,5,4,"ZKSCAN7-AS1"
0,0,0,"AL121882.1"
0,0,0,"LINC00106"
0,0,0,"PPIAP36"
0,0,0,"AL137078.1"
0,0,0,"DDX11L5"
7,14,19,"TMSB4XP1"
0,0,0,"SETD6P1"
0,0,1,"MTATP6P26"
0,0,0,"Z85995.1"
34,30,34,"LINC01554"
0,2,5,"AP001615.1"
0,0,0,"AC018731.1"
6,4,7,"AC007563.2"
0,0,0,"AL357055.2"
0,0,0,"RPS20P5"
0,0,0,"AC244035.2"
0,0,0,"AC016027.5"
1,2,4,"AL357833.1"
0,0,0,"ASS1P7"
0,0,0,"AL160287.1"
0,0,0,"AL354726.1"
0,0,0,"AC113331.1"
0,0,0,"TIMM9P1"
1641,1615,2168,"MIR600HG"
1,0,0,"AC104333.3"
0,0,0,"AC023141.9"
5,2,3,"LINC02827"
0,0,0,"OR2P1P"
0,0,0,"AL137789.1"
0,0,0,"RPS13P3"
1,2,4,"LINC01852"
3,3,0,"CLCA4-AS1"
0,0,0,"DNAJA1P2"
0,0,0,"AC109635.1"
0,0,0,"AL590727.1"
0,0,0,"AL157937.1"
0,0,0,"LINC01378"
62,45,70,"AL162411.1"
0,1,1,"AC008267.4"
0,0,0,"AC112498.1"
0,0,0,"AC099782.2"
0,0,0,"CEACAMP8"
0,0,0,"AP003774.2"
0,1,0,"AL031005.1"
3,5,2,"PTGES3P4"
0,0,0,"AC003092.2"
0,1,0,"BAALC-AS2"
0,0,0,"AL589765.3"
0,0,0,"AC106872.1"
0,1,0,"AC096533.1"
0,0,0,"CCDC58P2"
0,0,0,"HNRNPA1P70"
0,0,0,"AL365255.1"
0,0,0,"LINC01774"
0,0,0,"AC007359.1"
3,2,9,"ZDHHC20-IT1"
0,0,0,"NF1P8"
0,0,0,"AL139010.1"
0,0,0,"AC051618.1"
0,0,0,"SULT1D1P"
0,0,0,"AL354695.1"
0,0,0,"AL136131.2"
0,1,0,"LINC01141"
0,0,0,"OR52N3P"
0,0,0,"AL773545.2"
0,0,0,"AL451164.1"
0,0,0,"GGT8P"
2,0,0,"FABP5P1"
1,2,0,"GAPDHP51"
0,0,3,"LINC02814"
0,0,0,"AC091685.2"
0,0,0,"ANKRD44-IT1"
0,0,0,"AC073873.1"
0,0,0,"C3orf84"
0,0,0,"OR10G9"
0,0,0,"BLOC1S2P1"
0,0,0,"AL121892.1"
1,4,3,"AL157938.2"
0,0,0,"NDUFA5P8"
0,0,0,"AL359641.1"
1,0,0,"AC130710.1"
0,0,0,"AC025822.2"
0,0,0,"EDRF1-AS1"
2,1,0,"RPL12P12"
1,0,0,"GAPDHP21"
0,0,0,"YBX1P9"
8,9,9,"MLIP-IT1"
0,0,0,"AL354794.2"
0,0,0,"ATP2B2-IT1"
0,0,0,"PTMAP6"
0,0,0,"WASF3-AS1"
1,1,1,"AL590730.1"
0,0,0,"AC126124.2"
67,66,88,"ZNRF2P1"
0,0,0,"HIGD1AP15"
0,0,0,"KRT18P52"
0,0,0,"LAPTM4BP1"
2,1,0,"GLIS3-AS1"
0,0,0,"AL357793.2"
0,0,0,"LINC01812"
0,0,0,"AC004074.1"
3,8,15,"AL031186.1"
0,0,0,"AC013410.1"
13,11,19,"AC245052.4"
0,0,0,"AC004470.1"
0,0,0,"IGHD1-20"
0,0,0,"USP9YP3"
0,0,0,"RPL21P33"
0,0,0,"AL121601.2"
5,4,8,"AC104073.2"
0,2,0,"AL159174.1"
0,0,0,"AC008067.1"
0,0,0,"RPSAP7"
0,0,0,"CASP3P1"
0,0,0,"AC020719.1"
141,157,177,"ZEB1-AS1"
17,8,21,"NDUFA6-DT"
0,0,0,"USP17L8"
22,20,26,"AC018738.1"
0,0,0,"DPH3P2"
0,0,0,"RPL27P8"
0,0,0,"MICG"
0,0,0,"TTTY12"
0,1,0,"RPL34P1"
0,0,0,"FUCA1P1"
19,4,15,"PRMT5-AS1"
0,0,0,"MTCO1P48"
0,1,0,"LINC02087"
0,0,0,"MMEL1-AS1"
0,0,0,"AC100823.1"
0,0,0,"AL512649.2"
0,0,0,"AL035420.2"
0,0,1,"EIF3IP1"
0,0,0,"NANOGP4"
0,0,0,"RPL5P2"
0,0,0,"AC005550.2"
0,0,0,"AL161727.1"
0,0,0,"AL162727.2"
0,0,0,"AL596218.1"
0,0,0,"AL035706.1"
0,0,0,"RPL38P2"
6,4,5,"EHMT2-AS1"
16,8,21,"COX5BP6"
0,0,0,"AL162725.1"
0,0,1,"AC127391.1"
0,0,0,"AC068134.2"
0,0,0,"AL163193.1"
0,0,0,"PCNPP4"
0,2,1,"AL512353.3"
0,0,0,"LINC01065"
239,250,245,"AL732372.2"
0,0,0,"GYG1P2"
4,5,7,"AC092809.5"
0,0,0,"FABP5P15"
0,0,0,"AL591473.1"
0,0,0,"RPL21P111"
0,0,0,"TAAR9"
0,0,0,"IGHJ3P"
0,0,0,"AL139805.1"
3,0,0,"CYP2F2P"
0,0,0,"LINC01056"
0,0,0,"PIEZO1P2"
0,0,0,"MTND2P11"
1,2,0,"HAND2-AS1"
8,3,8,"AC073254.1"
0,0,0,"AC245028.2"
26,25,32,"LINC02652"
0,0,0,"MTCYBP34"
0,0,0,"MRPS6P2"
0,0,0,"AL021397.1"
7,4,14,"AC020594.1"
1,0,2,"DDX10P1"
0,0,0,"C4orf51"
0,2,0,"AL159169.1"
0,0,0,"HUNK-AS1"
0,0,0,"RPS26P41"
0,0,0,"HSPE1P16"
0,0,0,"DNAJC19P1"
0,0,0,"HIGD1AP2"
255,244,312,"ZNF503-AS2"
0,0,0,"AL162725.2"
4,1,3,"MCFD2P1"
0,0,0,"AL353718.1"
0,0,0,"CNTFR-AS1"
0,0,0,"AC004022.2"
0,1,0,"AC068446.1"
0,0,0,"AC007098.2"
0,1,1,"AC099794.2"
0,0,0,"SLC25A15P2"
0,0,0,"LINC01792"
0,0,0,"AC128709.3"
0,1,1,"RPL12P27"
0,0,0,"RPS7P15"
0,0,0,"AC005297.3"
618,561,717,"B3GNT9"
0,0,0,"AC099796.1"
0,0,1,"AL445465.2"
0,0,0,"NME1P1"
0,0,0,"AC079905.1"
0,0,0,"H3P7"
0,0,0,"LINC01797"
0,0,0,"CYP46A4P"
0,0,0,"PRKAR1B-AS1"
0,0,0,"BX276092.6"
0,0,0,"KRTAP9-10P"
0,0,0,"VN1R66P"
1,0,4,"AC092418.2"
553,501,600,"NR2F1-AS1"
4,3,4,"AC242426.2"
130,163,197,"CDKN2AIPNL"
0,0,0,"AL451054.2"
0,1,0,"SNAI1P1"
0,0,0,"DLGAP5P1"
0,0,0,"IGHD1-7"
7,7,2,"ZBTB40-IT1"
0,0,0,"AJ239321.1"
0,0,0,"RPL7P34"
1,0,0,"IMPDH1P4"
0,0,0,"RBM17P3"
0,0,0,"AL445072.1"
0,0,0,"AC073324.1"
0,0,1,"SETP4"
0,1,1,"AL449403.2"
0,0,0,"RPL23AP22"
3,0,7,"AL080243.4"
0,0,0,"DEFB131D"
0,0,0,"AC008074.1"
0,1,0,"AC104777.2"
0,0,0,"PPEF1-AS1"
31,30,39,"LINC01968"
0,1,0,"SULT1C2P1"
0,0,0,"AL157832.2"
0,0,0,"OR13K1P"
0,1,0,"RPS3AP39"
0,0,0,"AL162739.2"
0,0,0,"KRTAP2-5P"
16,12,15,"ZNF295-AS1"
0,0,0,"TMEM26-AS1"
1,0,1,"Z99289.1"
0,0,0,"TRDD2"
0,0,0,"AC023141.10"
10,12,9,"BMS1P10"
0,0,0,"BTF3P15"
0,0,0,"CREB3L2-AS1"
0,0,0,"MBD3L5"
107,114,90,"LINC00987"
3,0,6,"Z99127.3"
0,0,0,"AL359924.1"
0,0,0,"AC004987.2"
3,1,2,"AC233981.1"
0,0,0,"TRBV30"
0,0,0,"PGAM3P"
0,0,0,"MTND2P8"
2,1,0,"AL049646.2"
0,3,1,"PPIAP67"
0,0,0,"AC131957.1"
1,1,0,"AC068492.1"
0,0,2,"MAPK6P3"
4,6,5,"FTH1P11"
0,1,3,"BX276092.7"
0,0,0,"LINC01810"
0,0,0,"LINC01519"
0,0,0,"AC092447.7"
0,0,0,"RBMY2TP"
0,0,0,"AC009498.1"
0,0,0,"OR51R1P"
2,0,2,"RSL24D1P8"
0,0,0,"GTF3AP1"
0,0,0,"AL450023.3"
37,32,62,"ANO7L1"
0,0,0,"RLIMP2"
0,0,0,"H3P2"
1,2,0,"AL136982.3"
0,0,0,"CATIP-AS2"
0,0,0,"LINC00851"
0,0,0,"AL691515.1"
0,0,0,"HNRNPA1P2"
0,0,0,"CARD11-AS1"
453,370,449,"CKMT1B"
0,0,0,"LINC01343"
4,12,5,"LINC01732"
0,0,0,"AC007099.2"
0,0,0,"EIF4BP9"
44,47,37,"SMG1P1"
0,0,0,"AL713922.1"
326,345,419,"TTN-AS1"
0,0,0,"AP000534.2"
0,0,2,"MTCO1P19"
2,1,5,"AL121992.1"
0,0,0,"OFD1P11Y"
0,0,0,"HIGD1AP8"
0,0,0,"HSPE1P22"
0,1,0,"SRRM1P3"
0,0,0,"AC009237.10"
0,0,0,"MTND2P6"
26,16,18,"AC008267.5"
0,0,0,"AL034397.2"
0,0,0,"AL358134.1"
0,0,0,"RPL12P39"
0,0,0,"Z82196.2"
0,0,0,"AL022400.1"
0,0,0,"AL118496.2"
0,0,0,"AC019064.1"
0,0,0,"AL354936.1"
0,0,0,"RPL7L1P10"
0,0,0,"AC245036.3"
0,0,0,"AC093158.1"
0,0,0,"AP000563.1"
0,0,0,"AC113608.2"
0,0,0,"UPP2-IT1"
0,0,0,"RAI1-AS1"
0,0,0,"AL356320.2"
312,263,334,"RNF223"
0,0,0,"XIAP-AS1"
0,1,0,"AL445489.1"
0,0,0,"ELAVL4-AS1"
0,0,0,"FTCD-AS1"
0,0,0,"LINC01502"
1,0,1,"SYP-AS1"
0,0,0,"AL132796.1"
1,2,3,"AC246785.3"
0,0,1,"AC245047.6"
0,0,0,"AL080313.2"
0,1,0,"AC004461.2"
2,1,0,"BX679664.2"
108,128,143,"CDC42P6"
0,0,0,"AL513366.1"
1,1,1,"LINC01358"
0,0,0,"PATE4"
0,0,0,"OR52S1P"
23,21,25,"AL365295.1"
15,5,9,"BX088651.4"
0,0,0,"AC007064.1"
0,0,0,"AL354977.2"
0,0,1,"CHCHD4P2"
464,423,614,"TUSC8"
0,0,0,"AP006288.1"
0,0,0,"AL512330.1"
0,0,0,"AC010907.2"
5,19,22,"AL355803.1"
0,0,0,"AL606807.1"
0,0,0,"BRWD1-IT1"
0,0,0,"AC005703.2"
10,5,12,"AL445989.1"
0,0,0,"CBX1P3"
0,0,0,"HOXD-AS2"
0,0,0,"AL023280.1"
0,0,0,"RPL21P121"
0,0,0,"CNN2P11"
0,0,0,"AL583839.2"
0,0,0,"AL022329.2"
1,0,0,"OR4A47"
0,0,0,"AL645634.2"
0,0,0,"AL139130.1"
0,0,0,"LNCNEF"
0,0,0,"HLA-DPA3"
49,75,53,"PITRM1-AS1"
